Tool,DOI,Programming_Language,Details,Source,License,Underlying_algorithms,Underlying_assumptions,Strengths_weaknesses,Overall_performance,OxfordNanopore,PacBio,tenxGenomics,BionanoGenomics,HiC,fast5FileProcessing,Basecalling,LongReadOverlapping,DenovoAssembly,Alignment,Scaffolding,GeneratingConsensusSequence,ErrorCorrectionAndPolishing,EvaluatingExisitingMethods,IsoformDetection,BaseModificationDetection,QualityChecking,SNPAndVariantAnalysis,Visualisation,ReadQuantification,SuitableForSingleCellExperiments,TestedOnHumanData,TestedOnNonHumanData,Normalisation,ProvideSummaryStatistics,QualityTrimming,AvailablityOfTestData,Transcriptomics,GapFilling,AnalysisPipelines,Simulators,QualityFiltering,Demultiplexing,Metagenomics,TaxonomicClassification,polyALengthEstimation,RNAStructure,FusionDetection,CoexpressionAnalysis,DataStructures,cfDNActDNA
Pigeon,,Python,A PacBio transcript toolkit that contains tools to classify and filter full-length transcript isoforms into categories against a reference annotation,https://isoseq.how/classification/pigeon.html,,SQANTI3,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Pilon,10.1371/journal.pone.0112963,Scala,Improving draft assemblies and find variants among strains,https://github.com/broadinstitute/pilon,GNU General Public License v2.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pinfish,,Go,Annotate genomes using ONT data,https://github.com/nanoporetech/pinfish,Mozilla Public License Version 2.1,,,,,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
pipeline-nanopore-denovo-isoforms,,Python,A pipeline for de novo clustering of long transcriptomic reads,https://github.com/nanoporetech/pipeline-nanopore-denovo-isoforms,Mozilla Public License Version 2.0,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
pipeline-pinfish-analysis,,Python,Annotating genomes using long read transcriptomics data with pinfish,https://github.com/nanoporetech/pipelinepinfishanalysis,Mozilla Public License Version 2.2,,,,,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
pipeline-transcriptome-de,,"Python, R",Pipeline for differential gene expression (DGE) and differential transcript usage (DTU) analysis using long reads,https://github.com/nanoporetech/pipeline-transcriptome-de,Mozilla Public License Version 2.0,,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
pipeline-umi-amplicon,,Python,Workflow to prepare high accuracy single molecule consensus sequences from amplicon data using unique molecular identifiers,https://github.com/nanoporetech/pipeline-umi-amplicon,Mozilla Public License Version 2.0,"vsearch, minimap2",,,,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
pistis,,Python,QC plots for long reads,https://github.com/mbhall88/pistis,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Platanus-allee,10.1038/s41467-019-09575-2,C++,A de novo haplotype assembler,http://platanus.bio.titech.ac.jp/platanus2,GNU General Public License v3.2,,,"Requires Illumina data, but can use ONT/PB/10X data in addition",,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
plotnanopolish,,"R, Shell, Python",Scripts for plotting nanopolish methylation data,https://github.com/gilfunk/plotnanopolish,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plotsr,10.1093/bioinformatics/btac196,"Python, Shell",A tool for visualisation of synteny and structural rearrangements between multiple genomes,https://github.com/schneebergerlab/plotsr,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT-nano,10.1016/j.molcel.2021.02.034,,Nascent RNA processing,,,"nanoQC, Porechop, minimap2",,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
polya_analysis,10.1038/s41592-019-0617-2,"Python, R",Analysis pipeline of poly(A) tails lengths from ONT poly(A) standards dataset.,https://github.com/paultsw/polya_analysis,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
PolyAtailor,10.1093/bib/bbac271,R,PolyA length estimation,https://github.com/BMILAB/PolyAtailor,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Polypolish,10.1101/2021.10.14.464465;10.1371/journal.pcbi.1009802,Rust,a short-read polishing tool for long-read assemblies,https://github.com/rrwick/Polypolish,GPL-3.0 License,,uses all mapping positions of a read,can polish errors in repeat regions. Best results when using ensemble approach with other polishing tools,Best when combined with other tools,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pomoxis,,,Pomoxis comprises a set of basic bioinformatic tools tailored to nanopore sequencing,https://github.com/nanoporetech/pomoxis,,,"minimap2, miniasm, racon, samtools, bcftools, and seqkit are depedancies. Also, katuali I used for performing more complex analysis pipelines.",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
poRe,10.1093/bioinformatics/btu590,R,"A package for R that enables users to manipulate, organize, summarize and visualize MinION nanopore sequencing data",https://sourceforge.net/projects/rpore/,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
poRe GUIs,10.1093/bioinformatics/btx136,R,A GUI for PoRe too that is capable of extracting sequence- and meta- data from large MinION datasets via a friendly point-and-click interface using commodity hardware.,https://sourceforge.net/projects/rpore/,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PORE-cupine,,"R, Python, C++",Detecting SHAPE modification using direct RNA sequencing,https://github.com/awjga/PORE-cupine,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Porechop,,C++,NOT-MAINTAINED::Remove adapters through alignments,https://github.com/rrwick/Porechop,GNU General Public License v3.0,,,,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Porechop_ABI,10.1093/bioadv/vbac085,"C++, C",discovering unknown adapters in Oxford Nanopore Technology sequencing reads,https://github.com/bonsai-team/Porechop_ABI,GNU General Public License v3.0,Porechop,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
poreCov,10.1101/2021.05.07.443089,"Nextflow, Python, Shell",SARS-CoV-2 Workflow for nanopore sequencing data,https://github.com/replikation/poreCov,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
poredb,,Python,Manage large Oxford Nanopore datasets,https://github.com/nickloman/poredb,,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
poreduck,,Python,A comprehensive toolkit for running Oxford Nanopore's MinION,https://github.com/alexiswl/poreduck,,,,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
poreFUME,,Python,Analysis pipeline for functional metagenomic sequencing data obtained using nanopore sequencing,https://github.com/EvdH0/poreFUME,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
Porejuicer,,"Perl, R, Python",Porejuicer can read elements from ONT fast5 file and writes them to standard output,https://github.com/gringer/bioinfscripts,GNU General Public License v3.0,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PoreKit,,Python,Toolkit for ONT data,https://github.com/akloster/porekit-python,ISC License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
poremap,,Python,Pipeline for nanopore read alignment and statistics,https://github.com/camillaip/poremap,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
poreminion,10.1101/019281,Python,Tools for analysis of ONT MinION data.,https://github.com/JohnUrban/poreminion,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PoreOver,10.1101/2020.02.25.956771,"Python, C++","Basecaller for Oxford Nanopore reads, standalone or as a complement of other basecallers. 1D^2 support",https://github.com/jordisr/poreover,MIT License,RNN with LSTM cells and CTC loss to call bases from raw signal,,Improves accuracy of existing basecallers on 1D^2 data,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Poreplex,,Python,A signal-level pre-processor for Oxford Nanopore direct RNA sequencing (DRS) data that does alignments with minimap2 and outputs fastq files for further processing.,https://github.com/hyeshik/poreplex,Copyright (c) 2018 Institute for Basic Science,,,,,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POREquality,,R,An R Markdown script designed to run as part of a Nanopore local base calling pipeline. Porequality reads Nanopore sequencing summary files to generate an aesthetically pleasing HTML report to facilitate the visualization of key metrics.,https://github.com/carsweshau/POREquality,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PoreSeq,10.1038/nbt.3360,"C++, Python",De novo sequence using the discretised ionic current data from an arbitrary number of independent nanopore reads of the same region of DNA,https://github.com/tszalay/poreseq,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
poreTally,10.1093/bioinformatics/bty1045,Python,Benchmarking of assembling tools for user provided datasets,https://github.com/cvdelannoy/poreTally,MIT License,,,,,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Poretools,10.1093/bioinformatics/btu555,Python,Provide a python-based toolkit for flexible exploration of minION generated data for the purposes of quality control and downstream analysis.,https://github.com/arq5x/poretools,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
PRAPI,10.1093/bioinformatics/btx830,,Post-transcriptional regulation analysis pipeline for Iso-Seq,http://www.bioinfor.org/bioinfor/tool/PRAPI,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
PRIMROSE,,Python,Predict 5mC in PacBio HiFi reads,https://github.com/PacificBiosciences/primrose,BSD-3-Clause-Clear License,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRINCESS,10.1186/s13059-021-02486-w,Python,"Detection of haplotype-resolved SNVs, SVs, and methylation",https://github.com/MeHelmy/princess,MIT License,"NGMLR, Minimap2, Clair, Sniffles, WhatsHap, Nanopolish, Snakemake",diploid genome,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
PRINSEQ,10.1093/bioinformatics/btr026,Perl,QC and filtering for multiple platforms,http://prinseq.sourceforge.net,GNU General Public License v3.0,,,,,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
proovframe,10.1101/2021.08.23.457338,Perl,frame-shift correction for long read (meta)genomics,https://github.com/thackl/proovframe,MIT License,utilize protein-to-nucleotide alignments against reference databases to pinpoint indels in contigs or reads and correct them by deleting or inserting 1-2 bases,reference proteome,,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
proovread,10.1093/bioinformatics/btu392,Perl,Error correction tool for PacBio data,https://github.com/BioInf-Wuerzburg/proovread,MIT License,,,,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ptGAUL,10.1101/2022.11.19.517194,"Shell, Python",Plastid Genome Assembly Using Long-read Data,https://github.com/Bean061/ptgaul,,"minimap2, Flye, racon",,,,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Purge Haplotigs,10.1186/s12859-018-2485-7,"Perl, R",Allelic contig reassignment for third-gen diploid genome assemblies,https://bitbucket.org/mroachawri/purge_haplotigs,Copyright Michael Roach,,,,,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pychopper,,Python,Tool to identify full length cDNA reads,https://github.com/nanoporetech/pychopper,Mozilla Public License Version 2.0,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pycoMeth,10.1101/2022.02.16.480699;10.1186/s13059-023-02917-w,Python,DNA methylation analysis downstream of Nanopolish for Oxford Nanopore DNA sequencing datasets,https://github.com/a-slide/pycoMeth,GNU General Public License v3.0,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
pycoQC,10.21105/joss.01236,Python,pycoQC computes metrics and generates Interactive QC plots from the sequencing summary report generated by Oxford Nanopore technologies basecaller (Albacore/Guppy),https://github.com/a-slide/pycoQC,GNU General Public License v3.0,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pycoSnake,10.5281/zenodo.4110611,Snakemake,A collection of snakemake workflows for analysing nanopore sequencing data,https://github.com/a-slide/pycoSnake,MIT License,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
PyPore,,Python,Tools to analyse Nanopore signal data,https://github.com/jmschrei/PyPore,MIT License,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QAlign,10.1093/bioinformatics/btaa875,Python,aligning nanopore reads accurately using current-level modeling,https://github.com/joshidhaivat/QAlign,MIT License,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
qcat,,Python,Demultiplexing Oxford Nanopore reads from FASTQ files,https://github.com/nanoporetech/qcat,Mozilla Public License 2.0,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
QIAGEN Digital Insights Long Read Support (beta) plugin,,,,http://resources.qiagenbioinformatics.com/manuals/longreadsupport/current/index.php?manual=Introduction.html,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
QUAST,10.1093/bioinformatics/btt086,"C++, Perl, Python, C, JavaScript",Evaluating large-scale genome assemblies,https://github.com/ablab/quast,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QUAST-LG,10.1093/bioinformatics/bty266,Python,Improved version of QUAST,http://cab.spbu.ru/software/quastlg,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
quickmerge,10.1093/nar/gkw654,"C++, C, Perl",Improve contiguity of long read genome assemblies,https://github.com/mahulchak/quickmerge,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
R_poRe,10.1093/bioinformatics/btu590,R,Extraction and visualisation of nanopore sequencing data,https://sourceforge.net/projects/rpore,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
R-kinetics,,R,Code and documentation for performing kinetics analyses using R,https://github.com/PacificBiosciences/R-kinetics,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
R2C2,10.1073/pnas.1806447115,Python,More accurate reads from nanopore sequencing through Rolling Circle Amplification to Concatemeric Consensus method,https://github.com/rvolden/C3POa,GNU General Public License v2.0,,,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
R2Dtool,,"R, Shell",A utility for long-red isoform-centric epitranscriptomics,https://github.com/comprna/R2Dtool,MIT License,,,,,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ra,10.1101/656306,Python,"Overlap-layout-consensus based DNA assembler of long uncorrected reads (short for Rapid Assembler). Composed of Minimap2, Rala and Racon",https://github.com/rvaser/ra,MIT License,,,,,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RabbitQC,10.1093/bioinformatics/btaa719,"C++, C",A fast integrated quality control tool for FASTQ files,https://github.com/ZekunYin/RabbitQC,GNU General Public License v3.0,"Summary of read length distribution, ATCG content, quality score summary",,Faster than nanoQC on large long-read datasets,,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Racon,10.1101/gr.214270.116,C++,Ultrafast consensus module for raw de novo genome assembly of long uncorrected reads.,https://github.com/lbcb-sci/racon,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RaGOO,10.1186/s13059-019-1829-6,"Python, Perl",DEPRECATED::See RagTag. Fast reference-guided scaffolding of genome assembly contigs,https://github.com/malonge/RaGOO,MIT License,,,,,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RagTag,10.1186/s13059-022-02823-7,Python,Reference-guided genome assembly and correction. Successor of RaGOO.,https://github.com/malonge/RagTag,MIT License,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RAILS,10.21105/joss.00116,"Perl, Shell",Radial Assembly Improvement by Long Sequence Scaffolding,https://github.com/bcgsc/RAILS,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RandomReads,,Java,"Read simulator for PacBio, part of the BBTools package",https://github.com/BioInfoTools/BBMap,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Ratatosk,10.1101/2020.07.15.204925,C++,Hybrid error correction of long reads using colored de Bruijn graphs,https://github.com/DecodeGenetics/Ratatosk,,,Error correction method for erroneous long reads based on a compacted and colored de Bruijn graph built from accurate short reads. Short and long reads color paths in the graph while vertices are annotated with candidate Single Nucleotide Polymorphisms. Long reads are subsequently anchored to the graph using exact and inexact k-mer matches to find paths corresponding to corrected sequences.,,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rattle,10.1186/s13059-022-02715-w;10.1101/2020.02.08.939942,"C++, Python",Reference-free reconstruction and error correction of transcriptomes from Nanopore long-read sequencing,https://github.com/comprna/RATTLE,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Raven,10.1101/2020.08.07.242461,C++,A de novo genome assembler for long uncorrected reads,https://github.com/lbcb-sci/raven,MIT License,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
RawHash,10.1101/2023.01.22.525080,Shell,RawHash is a hash-based mechanism to map raw nanopore signals to a reference genome in real time,https://github.com/CMU-SAFARI/RawHash,GPL-3.0 License,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RawMap,10.1101/2022.11.22.517599,C++,Complements Minimap2 for a fast and efficient Read-Until pipeline,https://github.com/harisankarsadasivan/RawMap,MIT License,SVM,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Read-Until,10.1038/nmeth.3930,Python,Real-time selective sequencing using ONT,https://github.com/mattloose/RUscripts,MIT License,,,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Read2Tree,10.1101/2022.04.18.488678,"Python, Shell",A software tool that allows to obtain alignment matrices for tree inference,https://github.com/DessimozLab/read2tree,MIT License,,,,,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ReadBouncer ,10.1101/2022.02.01.478636;10.1093/bioinformatics/btac223,"C++, Cmake",A nanopore adaptive sampling tool for Windows and Linux (x64 or ARM64) that uses Interleaved Bloom Filters for live classification of nanopore reads,https://github.com/JensUweUlrich/ReadBouncer,GNU General Public License v3.0,Read Until functionality to unblock reads that match to a given reference sequence database,,,r facilitates both GPU base-calling with ONTs Guppy as well as CPU base-calling with DeepNano-blitz,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ReadFish,10.1038/s41587-020-00746-x,Python,Real-time selective sequencing using ONT with GPU basecalling,https://github.com/looselab/readfish,,"Package integrates with the Read Until API. However, a slightly modified version of Read Until API V2, is used.",,Graphical processing unit (GPU) base-calling is used to avoid requirement of substantial computational resources; Able to scale to gigabase sized references,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ReadSim,,Python,NOT MAINTAINED:: Read simulator for PacBio and ONT,https://sourceforge.net/projects/readsim,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Rebaler,,Python,A reference-based assemblies using long reads,https://github.com/rrwick/Rebaler,GNU General Public License v3.0,minimap2 for alignment and Racon for consensus sequence generation,,"Reasons to use Rebaler: You want to reassemble/polish an assembly with long reads, using a reference assembly to guide the large-scale structure; You don't want the reference assembly's basecalls to influence the basecalls in your new assembly. Reasons to not use Rebaler: You expect there to be structural differences between your reference genome and your sequenced reads. Rebaler is built on the assumption that the genome structure is the same, only bases differ; You want to polish an assembly using the same long reads you used to make the assembly. Rebaler might work for this, but simply using Racon on its own is probably better",,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ReMILO,,"C++, Python",Reference assisted misassembly detection algorithm using short and long reads,https://github.com/songc001/ReMILO,Artistic License 2.0,Bowtie2 and BWA-MEM for alignment,,,,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
remora,,"Python, Cython",Methylation/modified base calling separated from basecalling,https://github.com/nanoporetech/remora,"Oxford Nanopore Technologies, Ltd. Public License Version 1.0","in combination with basecaller (guppy, bonito,?",,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ReorientExpress,10.1186/s13059-019-1884-z,Python,Transcriptome long-read orientation with Deep Learning,https://github.com/comprna/reorientexpress,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
